"name1","name2","street1","street2","city","state","zip","zip4","county","phone","website","latitude","longitude","type_facility","sa","dt","mm","dm","bum","db","rpn","bu","nxn","vtrl","meth","hh","noop","pain","nmoa","moa","ubn","otp","cbt","dbt","tele","saca","trc","smon","smpd","smop","hi","res","op","rs","rl","rd","od","omb","odt","iop","ort","hid","hit","ct","gh","psyh","vamc","tbg","ihs","stg","lccg","dod","ssa","stmh","stdh","hla","jc","carf","ncqa","coa","hfap","np","cash","md","mc","si","pi","tricare","fsa","ss","pa","asl","sp","mhsu","vet","admil","milf","cj","sen","adol","pw","wn","mn","hiv","trma","sexa","dv","ya","nsc","adtx","bdtx","cdtx","mdtx","odtx","tgd","ico","gco","fco","mco","twfa","bia","cmi","mi","ang","mxm","crv","relp","beds","ch_ad","yad","adlt","fem","male","dui","duio","acc","acm","acu","baba","ccc","cmha","csaa","daut","dp","dsf","dvfp","eis_hiv","emp","haec","heoh","hivt","isc","itu","mhs","opc","sae","shg","smhd","ssu","ssd","stdt","ta","taec","tbs","cm","fpsy","hs","nrt","peer","stu","tcc","bsdm","nu","mu","bwn","bwon","ub","un","beri","pvtp","pvtn","sumh","inpe","rpe","pc","naut","nmaut","acma","pmat","auinpe","aurpe","aupc","dlc","mhiv","mhcv","lfxd","clnd","copsu","daof","mst","noe","ofd","rc","piec","mdet","voc","hav","hbv","audo","mmd","mprep","fed","sotp","dea","samhsa","mhpa","hbt","hct","tod","vapn","vapp","vppd","oudo","nx","oth","mws","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n24","n40"
"Dr. Robert E Slocum, D.O.","","Gloucester Family Health Center","302 Washington Street","Gloucester","MA","01930","","ESSEX","978-282-8899","","42.6264000","-70.6806000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ellen S Reece, NP","","Gloucester Family Health Center, N. Shore Community Health","302 Washington Street","Gloucester","MA","01930","","ESSEX","978-236-0213","","42.6264000","-70.6806000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Northeast Behavioral Health","Beth Israel Lahey Health Behavioral Services","298 Washington St.","","Gloucester","MA","01930","","","(978) 283-0296","","42.6252401","-70.6806037","OTP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rumford Comprehensive Treatment Center","","431 Franklin Street","","Rumford","ME","04276","","Oxford","207-810-4597","https://www.ctcprograms.com/location/rumford-comprehensive-treatment-center/","44.5516561","-70.557704","SU","1","","1","","1","","","1","","1","1","","","","","1","","1","1","","1","1","1","","1","","","","1","","","","","1","","","1","","","","","","","","","","","","1","1","1","","","1","","","","","1","1","1","1","1","","1","","","1","","1","1","1","1","1","1","","1","1","1","1","1","1","1","","","","","","","","","1","1","","","","1","1","1","1","1","","1","","","1","1","1","1","","","1","","","1","","","1","1","1","","","","1","1","1","","1","","","1","1","1","1","1","","","1","1","1","1","","1","","","1","1","","1","1","1","","1","","","1","","","1","1","","1","","","","","","","","","","","","1","1","1","1","1","1","1","","","","","","","","","1","1","1","1","1","1","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","",""
"Discovery House WC, Inc.","Rumford Comprehensive Treatment Center","431 Franklin St.","","Rumford","ME","04276","","","(207) 810-4597","","44.551682","-70.55769","OTP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Lisa Marie Torgersen, M.D.","","209 Lincoln Ave","","Rumford","ME","04276","","OXFORD","207-364-2100","","44.5520000","-70.5572000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dr. Leslie A Bradbury, MD","","DFD Russell Medical Center","7 Main St","Turner","ME","04282","","OXFORD","207-225-2676","","44.5520000","-70.5572000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Crooked River Counseling PA","Rumford","209 Lincoln Avenue","","Rumford","ME","04276","","Oxford","207-364-2100","https://www.crookedrivermaine.org","44.5527487","-70.5571138","SU","1","","","","1","","1","1","1","1","","","","","","1","","","","","1","1","","1","","","","","1","","","","","1","","1","1","","","","","","","","","","","","1","1","1","","","","","","","","1","1","","","1","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","1","","","","","","","","1","","1","","","1","1","1","1","","","1","1","","","","","1","1","1","","1","","","1","1","","","","","1","1","1","1","1","","","","1","","","","1","1","1","1","1","","1","","1","1","1","1","1","1","","1","","","1","","","1","1","1","","1","","","","","","","1","","1","1","1","","","","","","","","","","","","1","1","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"Dr. Jeffrey Jonathan Lynds, ","","Swift River Family Medicine","430 Franklin Street","Rumford","ME","04276","","OXFORD","207-369-0146","","44.5518000","-70.5561000","BUPREN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Middlesex Recovery PC","","61 Prospect Street","","Gloucester","MA","01930","","Essex","978-515-7644","https://www.middlesexrecovery.com/company/location","42.6152413","-70.6636777","SU","1","1","","","1","1","1","1","1","1","","","","","","1","","","1","","1","1","","1","","","","","1","","","","1","1","","","1","","","","","","","","","","","","1","","","","","1","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","1","1","1","","","1","","1","1","","","","","","1","","","","","","","1","1","1","1","","","","1","","","","","1","1","1","","","","","","","","","","","1","1","","","1","","","1","","","1","","1","1","","1","1","","1","","1","1","1","1","1","1","","","1","","","","","","1","","","","","","","","","","1","","1","1","","","1","","","","","","","","","1","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"Better Life Partners","","412 Waldo Street","","Rumford","ME","04276","","Oxford","866-679-0831","https://betterlifepartners.com","44.5534162","-70.5494434","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","1","","","","","1","","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","1","1","1","1","1","1","1","1","","","","1","1","","1","1","1","","1","1","1","","1","","","","1","","","","","","","1","1","","","","1","1","1","1","","","1","","","1","1","1","1","","","1","1","","","","","1","1","1","1","","1","","","1","1","","","1","1","1","","1","1","1","1","","1","1","","","1","1","1","1","1","","1","","1","1","1","","1","1","","","1","","","","","1","1","","","","1","1","1","","1","1","","","1","1","1","","","","","","","1","1","","","","","1","1","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"Community Concepts Inc","(OCMHS)","150 Congress Street","","Rumford","ME","04276","","Oxford","207-364-3549","https://www.ocmhs.org","44.5466819","-70.545436","SU","1","","","","","","","","","","","","","","","1","","","","","1","1","1","1","","","","","1","","","","","","","","1","","","","","","","","","","","","1","1","","","","","","1","","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","1","1","","","1","","","","","1","1","1","1","","","","","","","","","1","1","","1","","1","1","","","","","","1","","1","","1","1","1","","","","","","","","","","1","1","","","1","","","1","","1","","1","","","","","","","","","1","","1","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
